Product,First_Transaction,Last_Transaction,Total_Transactions,Active_Transactions,Days_Since_Last,Days_Active,Transaction_Frequency,ClosingBalance,AgeNumeric
SCMB03,2025-11-25,2025-11-26,4,4,0,2,2.0,12.0,0.5
SCT435WS,2025-11-26,2025-11-26,2,2,0,1,2.0,10.0,0.5
SE1900004,2025-11-26,2025-11-26,2,2,0,1,2.0,1.0,0.5
SSBE800309,2025-11-25,2025-11-26,4,4,0,2,2.0,1.0,0.5
SSBE800311,2025-11-25,2025-11-26,4,4,0,2,2.0,1.0,0.5
SSSY07,2025-11-26,2025-11-26,2,2,0,1,2.0,5.0,0.5
ST0300280005,2025-11-26,2025-11-26,2,2,0,1,2.0,1.0,0.5
STA9930GR,2025-11-26,2025-11-26,2,2,0,1,2.0,120.0,0.5
STA9930RD,2025-11-26,2025-11-26,2,2,0,1,2.0,53.0,0.5
STAI68080,2025-11-25,2025-11-26,4,4,0,2,2.0,1.0,0.5
STCG61,2025-11-25,2025-11-26,4,4,0,2,2.0,34.0,0.5
STCP3,2025-11-26,2025-11-26,2,2,0,1,2.0,1.0,0.5
STFB205,2025-11-26,2025-11-26,2,2,0,1,2.0,10.0,0.5
STFB806,2025-11-25,2025-11-26,4,4,0,2,2.0,4.0,0.5
STIS16,2025-11-25,2025-11-26,4,4,0,2,2.0,1.0,0.5
TB36601320BGV,2025-11-26,2025-11-26,2,2,0,1,2.0,7.0,0.5
TBMEBA1002001,2025-11-26,2025-11-26,2,2,0,1,2.0,45.0,0.5
TBMELHG1302001,2025-11-26,2025-11-26,2,2,0,1,2.0,21472.0,0.5
TBMLPO162718C,2025-11-26,2025-11-26,2,2,0,1,2.0,6.0,0.5
TBP192412,2025-11-26,2025-11-26,2,2,0,1,2.0,5.0,0.5
TBP62412,2025-11-26,2025-11-26,2,2,0,1,2.0,20.0,0.5
TDPB19E,2025-11-26,2025-11-26,2,2,0,1,2.0,10.0,0.5
TGHWDT252138,2025-11-25,2025-11-26,4,4,0,2,2.0,0.07,0.5
TGT10012560,2025-11-25,2025-11-26,4,4,0,2,2.0,22.0,0.5
TMGSHW10,2025-11-26,2025-11-26,2,2,0,1,2.0,57792.0,0.5
TMPSM30,2025-11-26,2025-11-26,2,2,0,1,2.0,100.0,0.5
TPCHFA90H,2025-11-26,2025-11-26,2,2,0,1,2.0,4.0,0.5
TPGSR4044245,2025-11-26,2025-11-26,2,2,0,1,2.0,1568.0,0.5
TPNP1013,2025-11-26,2025-11-26,2,2,0,1,2.0,2.0,0.5
TPNP510,2025-11-26,2025-11-26,2,2,0,1,2.0,112.0,0.5
TPNP813,2025-11-26,2025-11-26,2,2,0,1,2.0,92.0,0.5
TPUSP05G58,2025-11-26,2025-11-26,2,2,0,1,2.0,13248.0,0.5
TS1143854CC,2025-11-26,2025-11-26,2,2,0,1,2.0,2.0,0.5
TS1523827S5P,2025-11-26,2025-11-26,2,2,0,1,2.0,1.0,0.5
TS2283842,2025-11-26,2025-11-26,2,2,0,1,2.0,30.0,0.5
TS765033S5P,2025-11-26,2025-11-26,2,2,0,1,2.0,4.0,0.5
TS765039S5P,2025-11-26,2025-11-26,2,2,0,1,2.0,112.0,0.5
ULCODE085,2025-11-26,2025-11-26,2,2,0,1,2.0,1.0,0.5
WAEMQP2970,2025-11-26,2025-11-26,2,2,0,1,2.0,10.0,0.5
WFNC11FDC,2025-11-26,2025-11-26,2,2,0,1,2.0,241.5,0.5
WFNC22FDC,2025-11-26,2025-11-26,2,2,0,1,2.0,178.5,0.5
WFND2,2025-11-26,2025-11-26,2,2,0,1,2.0,283.5,0.5
WFND22FDC,2025-11-26,2025-11-26,2,2,0,1,2.0,252.0,0.5
WJTSCRM,2025-11-26,2025-11-26,2,2,0,1,2.0,5.0,0.5
WTW20KB,2025-11-26,2025-11-26,2,2,0,1,2.0,2.0,0.5
XX03038218P,2025-11-25,2025-11-26,4,4,0,2,2.0,1.0,0.5
AB86634,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
ABEFDS1153,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
ABFD001,2025-11-25,2025-11-26,5,5,0,2,2.5,47.0,0.5
ABG3100B2LHFS3000,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
AD04572,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
AD92008,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
AD97004PT,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
ADDST32420,2025-11-25,2025-11-26,5,5,0,2,2.5,33.0,0.5
ADDT485WH,2025-11-25,2025-11-26,5,5,0,2,2.5,7.0,0.5
ADGDGS12300,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
ADGDRV6172,2025-11-25,2025-11-26,5,5,0,2,2.5,24.0,0.5
ADWG500A,2025-11-25,2025-11-26,5,5,0,2,2.5,24.0,0.5
AGPHB30G1920K,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
AP2608579418,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
AP2608596057,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APALP11703,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APALP17207,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APALP51716,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
APALP6140421,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
APALP6140451,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APALP6140551,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APALP61603,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APALP61608,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APALP61610,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APALP61612,2025-11-25,2025-11-26,5,5,0,2,2.5,7.0,0.5
APALP61616,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APALP6180020,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APALP6180025,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APALP6180032,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APALP6180035,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
APALP6180042,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APALP6180065,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
APALP6180125,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APALP618013,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APALP6400155,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
APALP6480180,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APALP6480200,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APALP72906,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APALP72912,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APALP81705,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APALP817055,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APALP81712,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APALP81714,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APALP83708,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APALP843712,2025-11-25,2025-11-26,5,5,0,2,2.5,50.0,0.5
APALP97104001,2025-11-25,2025-11-26,5,5,0,2,2.5,6.0,0.5
APALP98102501,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APALP98204251,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APCM113,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
APDIM001,2025-11-25,2025-11-26,5,5,0,2,2.5,30.0,0.5
APDR09003,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR09004,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APDR09010,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APDR10020,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR10022,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR10028,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR10032,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APDR10035,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APDR10038,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APDR10040,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APDR10055,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR10062,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR10065,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APDR10070,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR10090,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR10100,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR10105,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR10130,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR10140,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR10180,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR40035,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR40045,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APDR40048,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR40055,2025-11-25,2025-11-26,5,5,0,2,2.5,9.0,0.5
APDR40065,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR40080,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APDR550401,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APDR60030,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
APDR60035,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APDR60040,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR70040,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APDR70100,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR71065,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR71300,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR72120,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
APDR72140,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR72160,2025-11-25,2025-11-26,5,5,0,2,2.5,23.0,0.5
APDR73100,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APDR73120,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APDR73140,2025-11-25,2025-11-26,5,5,0,2,2.5,23.0,0.5
APDR73200,2025-11-25,2025-11-26,5,5,0,2,2.5,23.0,0.5
APDR73220,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR74080,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APDR74120,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APDR74140,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR74180,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR74220,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
APDR75080,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR75140,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APDR75240,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR90035,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR90050,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APDR90080,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APERSB922EF,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APETDB310202,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APEWCB40501,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APFTTO084,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APSC25018C,2025-11-25,2025-11-26,5,5,0,2,2.5,23.0,0.5
APTBH54C,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTC00003,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTC12005,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTC12013,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
APTC12019,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTC12027,2025-11-25,2025-11-26,5,5,0,2,2.5,8.0,0.5
APTC12030,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APTC12036,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APTC12045,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTC180808,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APTC180816,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APTC180820,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTC322202,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTC322208,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APTC322233,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APTC322241,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTC353042,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APTC915015,2025-11-25,2025-11-26,5,5,0,2,2.5,23.0,0.5
APTC915035,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
APTC915040,2025-11-25,2025-11-26,5,5,0,2,2.5,2.0,0.5
APTC915041,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTCCUT2902,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APTCD101B2,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APTCD101D2,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTCHP009,2025-11-25,2025-11-26,5,5,0,2,2.5,6.0,0.5
APTCIPH2090C,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APTCM04,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTCP10008,2025-11-25,2025-11-26,5,5,0,2,2.5,7.0,0.5
APTCP17040,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APTCP18524,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
APTCP23040,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APTCP23060AL,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
APTCP250100AL,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTCP25040,2025-11-25,2025-11-26,5,5,0,2,2.5,14.0,0.5
APTCP30060,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTCS105,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APTCSA40014,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
APTCSA40020,2025-11-25,2025-11-26,5,5,0,2,2.5,7.0,0.5
APTCSB008,2025-11-25,2025-11-26,5,5,0,2,2.5,6.0,0.5
APTCSB030,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
APTCSB410,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
APTCSB419,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTCSB425,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APTCT101BR2,2025-11-25,2025-11-26,5,5,0,2,2.5,6.0,0.5
APTCW0041,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTCW200,2025-11-25,2025-11-26,5,5,0,2,2.5,6.0,0.5
APTCWC7506,2025-11-25,2025-11-26,5,5,0,2,2.5,9.0,0.5
APTCWCR15014,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTCWW10006,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APTCWW7506,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
APTCYC1501,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
APTNS07065C,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
APTSC25033C,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
APTW20155,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
AU7428,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
AU81600197,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
AUBH4100,2025-11-25,2025-11-26,5,5,0,2,2.5,2.0,0.5
AUCB12,2025-11-25,2025-11-26,5,5,0,2,2.5,2.0,0.5
AUCT2947,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
AUKANE01,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
AUKANE02,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
AUMQ2401,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
AUSH162,2025-11-25,2025-11-26,5,5,0,2,2.5,60.0,0.5
AUSH197,2025-11-25,2025-11-26,5,5,0,2,2.5,480.0,0.5
AUSH247,2025-11-25,2025-11-26,5,5,0,2,2.5,48.0,0.5
AUSH300,2025-11-25,2025-11-26,5,5,0,2,2.5,48.0,0.5
AUSH819,2025-11-25,2025-11-26,5,5,0,2,2.5,48.0,0.5
AUW622,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
AUW657,2025-11-25,2025-11-26,5,5,0,2,2.5,3.0,0.5
AUWL7131,2025-11-25,2025-11-26,5,5,0,2,2.5,7.0,0.5
B1PEG200BA,2025-11-25,2025-11-26,5,5,0,2,2.5,60.0,0.5
BA7284,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
BAPEX108B,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
BGRB12,2025-11-25,2025-11-26,5,5,0,2,2.5,120.0,0.5
BGRB9,2025-11-25,2025-11-26,5,5,0,2,2.5,80.0,0.5
BGRB90,2025-11-25,2025-11-26,5,5,0,2,2.5,60.0,0.5
BLASFD5,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
BLCPR06,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
BLCSM1,2025-11-25,2025-11-26,5,5,0,2,2.5,2.0,0.5
BLCT3,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
BLFH2003,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
BLRUS500ML,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
BRI910115,2025-11-25,2025-11-26,5,5,0,2,2.5,2.0,0.5
BRIA031BI,2025-11-25,2025-11-26,5,5,0,2,2.5,2.0,0.5
BRIAK956,2025-11-25,2025-11-26,5,5,0,2,2.5,128.0,0.5
BRIHL951,2025-11-25,2025-11-26,5,5,0,2,2.5,512.0,0.5
BRYL70115,2025-11-25,2025-11-26,5,5,0,2,2.5,19.0,0.5
BTWTWH0031,2025-11-25,2025-11-26,5,5,0,2,2.5,9.0,0.5
BTWTWH0032,2025-11-25,2025-11-26,5,5,0,2,2.5,40.0,0.5
BTWTWH0047,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
BW12421,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
BW5020,2025-11-25,2025-11-26,5,5,0,2,2.5,33.0,0.5
CAFTET0074,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
CAFTTC051,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
CH11050154,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
CH11054374,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
CH9066,2025-11-25,2025-11-26,5,5,0,2,2.5,24.0,0.5
CHA00020,2025-11-25,2025-11-26,5,5,0,2,2.5,25.0,0.5
CHBBNC75,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
CHEMZJ1310,2025-11-25,2025-11-26,5,5,0,2,2.5,48.0,0.5
CHFTET0021,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
CHG06050ZS,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
CHHPBH10016,2025-11-25,2025-11-26,5,5,0,2,2.5,9.0,0.5
CHHPBH10020,2025-11-25,2025-11-26,5,5,0,2,2.5,120.0,0.5
CHHPQL06,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
CHLCBPN9,2025-11-25,2025-11-26,5,5,0,2,2.5,2.0,0.5
CHPPCHB0860,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
CHPPCHB1060,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
CHPPCOS10090,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
CHPPFEW06,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
CHPPMSSCSK0340,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
CHPPSAL1210,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
CHPPSTPH0613,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
CHPPWN06,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
CHPPWSS0830,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
CHPPWSS1045,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
CHPPXOX10060,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
CHPPXOX10150,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
CHSVBCHB0845,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
CHSVBNIA635,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
CSBVEWH,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
CSTSBEWHTF,2025-11-25,2025-11-26,5,5,0,2,2.5,9.0,0.5
CTOSO20R02A,2025-11-25,2025-11-26,5,5,0,2,2.5,74.0,0.5
CTSPYC61004,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
DDCDD28350,2025-11-25,2025-11-26,5,5,0,2,2.5,6.0,0.5
DDCDD651010,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
EL2LTGCLD235,2025-11-25,2025-11-26,5,5,0,2,2.5,6.0,0.5
ELCF0002,2025-11-25,2025-11-26,5,5,0,2,2.5,100.0,0.5
ELCL0034,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
ELCP0040,2025-11-25,2025-11-26,5,5,0,2,2.5,3.0,0.5
ELDFV1005,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
ELEM10,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
ELER1218,2025-11-25,2025-11-26,5,5,0,2,2.5,50.0,0.5
ELERC70B,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
ELHDPZ50M24,2025-11-25,2025-11-26,5,5,0,2,2.5,3.0,0.5
ELHDPZ50PR6IP30F,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
ELHLAY5BA31,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
ELHM0140,2025-11-25,2025-11-26,5,5,0,2,2.5,24.0,0.5
ELHM0340,2025-11-25,2025-11-26,5,5,0,2,2.5,24.0,0.5
ELL12VB227WW,2025-11-25,2025-11-26,5,5,0,2,2.5,14.0,0.5
ELLTLDEC140,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
ELLVA60E279DL,2025-11-25,2025-11-26,5,5,0,2,2.5,18.0,0.5
ELLVT120B2240DL,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
ELPCL5006,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
ELPCL5015,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
ELPCL5016,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
ELPCL5021,2025-11-25,2025-11-26,5,5,0,2,2.5,5.0,0.5
ELPRPK38,2025-11-25,2025-11-26,5,5,0,2,2.5,30.0,0.5
ELS02DBX107,2025-11-25,2025-11-26,5,5,0,2,2.5,7.0,0.5
ELSR0005,2025-11-25,2025-11-26,5,5,0,2,2.5,6.0,0.5
ELSW1602C,2025-11-25,2025-11-26,5,5,0,2,2.5,300.0,0.5
ELTCPR44,2025-11-25,2025-11-26,5,5,0,2,2.5,50.0,0.5
ELTP0005,2025-11-25,2025-11-26,5,5,0,2,2.5,8.0,0.5
EPSDV504,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
ETRB02,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
FASPTSWCWL100,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
FECP752416SO,2025-11-25,2025-11-26,5,5,0,2,2.5,9.0,0.5
FEFF1512310,2025-11-25,2025-11-26,5,5,0,2,2.5,7.0,0.5
GA01SHK001,2025-11-25,2025-11-26,5,5,0,2,2.5,80.0,0.5
GA03PHE015,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
GA05732068,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
GA2503267,2025-11-25,2025-11-26,5,5,0,2,2.5,6.0,0.5
GA503301468,2025-11-25,2025-11-26,5,5,0,2,2.5,2.0,0.5
GA577484001,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
GA578446401,2025-11-25,2025-11-26,5,5,0,2,2.5,12.0,0.5
GA585950868,2025-11-25,2025-11-26,5,5,0,2,2.5,22.0,0.5
GA8076,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
GA9195C,2025-11-25,2025-11-26,5,5,0,2,2.5,10.0,0.5
GABC015000,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
GACP007G,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
GADPSP300S433,2025-11-25,2025-11-26,5,5,0,2,2.5,6.0,0.5
GAECH45,2025-11-25,2025-11-26,5,5,0,2,2.5,2.0,0.5
GAFSC6,2025-11-25,2025-11-26,5,5,0,2,2.5,2.0,0.5
GAGA1831120,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
GAIK045,2025-11-25,2025-11-26,5,5,0,2,2.5,2.0,0.5
GAS01FUD003,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
GAS01SEA002,2025-11-25,2025-11-26,5,5,0,2,2.5,20.0,0.5
GAS02BAS005,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
GAS02LID004,2025-11-25,2025-11-26,5,5,0,2,2.5,8.0,0.5
GAS04LIT841,2025-11-25,2025-11-26,5,5,0,2,2.5,15.0,0.5
GASO7HN001,2025-11-25,2025-11-26,5,5,0,2,2.5,6.0,0.5
GAT9612B30,2025-11-25,2025-11-26,5,5,0,2,2.5,18.0,0.5
GAWAT007,2025-11-25,2025-11-26,5,5,0,2,2.5,4.0,0.5
GFRB5032,2025-11-25,2025-11-26,5,5,0,2,2.5,1.0,0.5
