Product,First_Transaction,Last_Transaction,Total_Transactions,Active_Transactions,Days_Since_Last,Days_Active,Transaction_Frequency,ClosingBalance,AgeNumeric
GACH15,2025-11-25,2025-11-26,20,20,0,2,10.0,8.0,0.5
GAECH10,2025-11-25,2025-11-26,20,20,0,2,10.0,12.0,0.5
GAI36509,2025-11-26,2025-11-26,10,10,0,1,10.0,20.0,0.5
GAS04LIT850,2025-11-25,2025-11-26,20,20,0,2,10.0,20.0,0.5
GFRB4015,2025-11-25,2025-11-26,20,20,0,2,10.0,655.0,0.5
GFSP1506,2025-11-25,2025-11-26,20,20,0,2,10.0,272.0,0.5
GFSU20,2025-11-25,2025-11-26,20,20,0,2,10.0,100.0,0.5
GFTE20,2025-11-25,2025-11-26,20,20,0,2,10.0,220.0,0.5
HW96151,2025-11-25,2025-11-26,20,20,0,2,10.0,6.0,0.5
HWBBP32114,2025-11-25,2025-11-26,20,20,0,2,10.0,15.0,0.5
HWCQTRUCK750ML,2025-11-26,2025-11-26,10,10,0,1,10.0,30.0,0.5
HWKS16,2025-11-25,2025-11-26,20,20,0,2,10.0,18.0,0.5
HWPFMO5L,2025-11-25,2025-11-26,20,20,0,2,10.0,113.0,0.5
HWWBOR240,2025-11-25,2025-11-26,20,20,0,2,10.0,7.0,0.5
LTFG00747,2025-11-25,2025-11-26,20,20,0,2,10.0,77.0,0.5
LTFG01363,2025-11-26,2025-11-26,10,10,0,1,10.0,15.0,0.5
LTFG02135,2025-11-25,2025-11-26,20,20,0,2,10.0,20.0,0.5
NBSTG12X1TR,2025-11-25,2025-11-26,20,20,0,2,10.0,80.0,0.5
OD3852RB42,2025-11-25,2025-11-26,20,20,0,2,10.0,30.0,0.5
OSBT40T,2025-11-25,2025-11-26,20,20,0,2,10.0,287.0,0.5
OSDJA208,2025-11-25,2025-11-26,20,20,0,2,10.0,7.0,0.5
OSSTW059,2025-11-25,2025-11-26,20,20,0,2,10.0,96.0,0.5
OSTVK11F,2025-11-25,2025-11-26,20,20,0,2,10.0,6.0,0.5
OSWL003,2025-11-25,2025-11-26,20,20,0,2,10.0,12.0,0.5
PATWA0020000020,2025-11-25,2025-11-26,20,20,0,2,10.0,6.0,0.5
PF00037802,2025-11-26,2025-11-26,10,10,0,1,10.0,40.0,0.5
PFPBR6350,2025-11-25,2025-11-26,20,20,0,2,10.0,120.0,0.5
PFPEP20,2025-11-25,2025-11-26,20,20,0,2,10.0,160.0,0.5
PFPET20,2025-11-25,2025-11-26,20,20,0,2,10.0,232.0,0.5
PFTEP90,2025-11-25,2025-11-26,20,20,0,2,10.0,25.0,0.5
PTFTET0058,2025-11-26,2025-11-26,10,10,0,1,10.0,25.0,0.5
PTMMA200,2025-11-25,2025-11-26,20,20,0,2,10.0,8.0,0.5
PTPLASMA60,2025-11-26,2025-11-26,10,10,0,1,10.0,296.0,0.5
RTPS16,2025-11-26,2025-11-26,10,10,0,1,10.0,1134.0,0.5
SBZE07,2025-11-26,2025-11-26,10,10,0,1,10.0,28.0,0.5
SEB700,2025-11-25,2025-11-26,20,20,0,2,10.0,40.0,0.5
SEGEMCYL3109,2025-11-25,2025-11-26,20,20,0,2,10.0,12.0,0.5
ST0300400003,2025-11-25,2025-11-26,20,20,0,2,10.0,13.0,0.5
STFB253,2025-11-25,2025-11-26,20,20,0,2,10.0,8.0,0.5
TS1525060S5P,2025-11-25,2025-11-26,20,20,0,2,10.0,45.0,0.5
TS2285066S5P,2025-11-25,2025-11-26,20,20,0,2,10.0,417.0,0.5
WS41010RBREF38,2025-11-25,2025-11-26,20,20,0,2,10.0,49.0,0.5
WTV1000JG,2025-11-25,2025-11-26,20,20,0,2,10.0,91.0,0.5
4641ORNAPPCT38,2025-11-25,2025-11-26,21,21,0,2,10.5,60.0,0.5
AB1151222CD,2025-11-25,2025-11-26,21,21,0,2,10.5,100.0,0.5
ADSCREW8842,2025-11-25,2025-11-26,21,21,0,2,10.5,24.0,0.5
APDR72060,2025-11-25,2025-11-26,21,21,0,2,10.5,60.0,0.5
APTC17002,2025-11-25,2025-11-26,21,21,0,2,10.5,25.0,0.5
APTCIPH0250C,2025-11-25,2025-11-26,21,21,0,2,10.5,40.0,0.5
AUCT76J1,2025-11-25,2025-11-26,21,21,0,2,10.5,30.0,0.5
AULDH001,2025-11-25,2025-11-26,21,21,0,2,10.5,75.0,0.5
BAKLP6024B,2025-11-25,2025-11-26,21,21,0,2,10.5,4.0,0.5
BLFHR1,2025-11-25,2025-11-26,21,21,0,2,10.5,62.0,0.5
BLTLSSTREDGE15M,2025-11-25,2025-11-26,21,21,0,2,10.5,102.0,0.5
BR357936,2025-11-25,2025-11-26,21,21,0,2,10.5,35.0,0.5
BRBT232NV,2025-11-25,2025-11-26,21,21,0,2,10.5,55.0,0.5
BS8014918,2025-11-25,2025-11-26,21,21,0,2,10.5,110.0,0.5
BTEMTP3316,2025-11-25,2025-11-26,21,21,0,2,10.5,88.0,0.5
BW50662,2025-11-25,2025-11-26,21,21,0,2,10.5,30.0,0.5
BWF3156,2025-11-25,2025-11-26,21,21,0,2,10.5,348.0,0.5
CH4385,2025-11-25,2025-11-26,21,21,0,2,10.5,36.0,0.5
CH4390,2025-11-25,2025-11-26,21,21,0,2,10.5,36.0,0.5
CH5168,2025-11-25,2025-11-26,21,21,0,2,10.5,84.0,0.5
CH6077,2025-11-25,2025-11-26,21,21,0,2,10.5,38.0,0.5
CH8020,2025-11-25,2025-11-26,21,21,0,2,10.5,160.0,0.5
CH8236,2025-11-25,2025-11-26,21,21,0,2,10.5,160.0,0.5
CH8264,2025-11-25,2025-11-26,21,21,0,2,10.5,119.0,0.5
CH8732,2025-11-25,2025-11-26,21,21,0,2,10.5,100.0,0.5
CH9365,2025-11-25,2025-11-26,21,21,0,2,10.5,24.0,0.5
CHFXH247,2025-11-25,2025-11-26,21,21,0,2,10.5,25.0,0.5
CHPPGTB0620,2025-11-25,2025-11-26,21,21,0,2,10.5,50.0,0.5
CHZ10075YB,2025-11-25,2025-11-26,21,21,0,2,10.5,8.0,0.5
DDCDD28320,2025-11-25,2025-11-26,21,21,0,2,10.5,87.0,0.5
ED06LIT001,2025-11-25,2025-11-26,21,21,0,2,10.5,23.0,0.5
ELB190W,2025-11-25,2025-11-26,21,21,0,2,10.5,30.0,0.5
ELDFV1002,2025-11-25,2025-11-26,21,21,0,2,10.5,145.0,0.5
ELEA177BK,2025-11-25,2025-11-26,21,21,0,2,10.5,119.0,0.5
ELLEDBIX052,2025-11-25,2025-11-26,21,21,0,2,10.5,64.0,0.5
FAEMXS5446,2025-11-25,2025-11-26,21,21,0,2,10.5,30.0,0.5
FASH12090YM,2025-11-25,2025-11-26,21,21,0,2,10.5,7.0,0.5
FEN030,2025-11-25,2025-11-26,21,21,0,2,10.5,34.0,0.5
GA04LIT810,2025-11-25,2025-11-26,21,21,0,2,10.5,5.0,0.5
GAB8169,2025-11-25,2025-11-26,21,21,0,2,10.5,13.0,0.5
GFRB4025,2025-11-25,2025-11-26,21,21,0,2,10.5,139.0,0.5
GFRB5040,2025-11-25,2025-11-26,21,21,0,2,10.5,280.0,0.5
GFRS3220,2025-11-25,2025-11-26,21,21,0,2,10.5,92.0,0.5
GUSGH510,2025-11-25,2025-11-26,21,21,0,2,10.5,250.0,0.5
HPPGGP26,2025-11-25,2025-11-26,21,21,0,2,10.5,2519.0,0.5
HTECLR3001,2025-11-25,2025-11-26,21,21,0,2,10.5,10.0,0.5
HWPB10LC,2025-11-25,2025-11-26,21,21,0,2,10.5,1254.0,0.5
HWPSS500,2025-11-25,2025-11-26,21,21,0,2,10.5,140.0,0.5
LTFG00305,2025-11-25,2025-11-26,21,21,0,2,10.5,30.0,0.5
NAW25,2025-11-25,2025-11-26,21,21,0,2,10.5,150.0,0.5
OSFD16B,2025-11-25,2025-11-26,21,21,0,2,10.5,3.0,0.5
OTWTMT0006,2025-11-25,2025-11-26,21,21,0,2,10.5,54.0,0.5
OUMEBLO600,2025-11-25,2025-11-26,21,21,0,2,10.5,60.0,0.5
PFHAM3215,2025-11-25,2025-11-26,21,21,0,2,10.5,130.0,0.5
PFHAM4025,2025-11-25,2025-11-26,21,21,0,2,10.5,88.0,0.5
PFHAM4040,2025-11-25,2025-11-26,21,21,0,2,10.5,28.0,0.5
PFHT5050T,2025-11-25,2025-11-26,21,21,0,2,10.5,34.0,0.5
PFPAM2520,2025-11-25,2025-11-26,21,21,0,2,10.5,60.0,0.5
PFPRBTMF3220,2025-11-25,2025-11-26,21,21,0,2,10.5,19.0,0.5
PT1619VBL019,2025-11-25,2025-11-26,21,21,0,2,10.5,9.0,0.5
PTHID-710,2025-11-25,2025-11-26,21,21,0,2,10.5,5.0,0.5
RPQSA2021,2025-11-25,2025-11-26,21,21,0,2,10.5,4800.0,0.5
RW5002RCGRXL,2025-11-25,2025-11-26,21,21,0,2,10.5,126.0,0.5
SBMA813110,2025-11-25,2025-11-26,21,21,0,2,10.5,18.0,0.5
SC0200700006,2025-11-25,2025-11-26,21,21,0,2,10.5,20.0,0.5
SE0600220,2025-11-25,2025-11-26,21,21,0,2,10.5,7.0,0.5
SEPLBLT50,2025-11-25,2025-11-26,21,21,0,2,10.5,29.0,0.5
SEY111B601321,2025-11-25,2025-11-26,21,21,0,2,10.5,16.0,0.5
SF310206,2025-11-25,2025-11-26,21,21,0,2,10.5,14.0,0.5
ST0300280008,2025-11-25,2025-11-26,21,21,0,2,10.5,17.0,0.5
TBMEBH1002001,2025-11-25,2025-11-26,21,21,0,2,10.5,999.5,0.5
TS1523848S5P,2025-11-25,2025-11-26,21,21,0,2,10.5,1256.0,0.5
WJTSCBLM,2025-11-25,2025-11-26,21,21,0,2,10.5,30.0,0.5
4641ORNAPPCT40,2025-11-25,2025-11-26,22,22,0,2,11.0,35.0,0.5
ADDST6320,2025-11-25,2025-11-26,22,22,0,2,11.0,96.0,0.5
APXB4000,2025-11-25,2025-11-26,22,22,0,2,11.0,4.0,0.5
AUAB0725,2025-11-25,2025-11-26,22,22,0,2,11.0,18.0,0.5
AUS18,2025-11-25,2025-11-26,22,22,0,2,11.0,120.0,0.5
AUSH345,2025-11-25,2025-11-26,22,22,0,2,11.0,72.0,0.5
AUSH39,2025-11-25,2025-11-26,22,22,0,2,11.0,24.0,0.5
BA3106,2025-11-25,2025-11-26,22,22,0,2,11.0,44.0,0.5
BA7412,2025-11-25,2025-11-26,22,22,0,2,11.0,8.0,0.5
BFRYOBICOMBO5,2025-11-25,2025-11-26,22,22,0,2,11.0,53.0,0.5
BLCMO12,2025-11-25,2025-11-26,22,22,0,2,11.0,108.0,0.5
BLCPR08,2025-11-25,2025-11-26,22,22,0,2,11.0,70.0,0.5
BLTWTWH0003,2025-11-25,2025-11-26,22,22,0,2,11.0,70.0,0.5
BR400816,2025-11-25,2025-11-26,22,22,0,2,11.0,54.0,0.5
BRIH1500,2025-11-26,2025-11-26,11,11,0,1,11.0,160.0,0.5
BS8015453,2025-11-25,2025-11-26,22,22,0,2,11.0,1182.0,0.5
BWF3352,2025-11-25,2025-11-26,22,22,0,2,11.0,59.0,0.5
CC22EC45,2025-11-25,2025-11-26,22,22,0,2,11.0,516.0,0.5
CH12038YS,2025-11-25,2025-11-26,22,22,0,2,11.0,40.0,0.5
CH12075YJ,2025-11-25,2025-11-26,22,22,0,2,11.0,6.0,0.5
CH9366,2025-11-25,2025-11-26,22,22,0,2,11.0,26.0,0.5
CHCS08090ZJ,2025-11-26,2025-11-26,11,11,0,1,11.0,34.0,0.5
CHHFLB10ZS,2025-11-25,2025-11-26,22,22,0,2,11.0,75.0,0.5
CHPPGTB0650,2025-11-25,2025-11-26,22,22,0,2,11.0,13.0,0.5
CSLCCT090,2025-11-25,2025-11-26,22,22,0,2,11.0,11.0,0.5
DDCDD28570R,2025-11-25,2025-11-26,22,22,0,2,11.0,21.0,0.5
DDCDDALUSIL03,2025-11-25,2025-11-26,22,22,0,2,11.0,16.0,0.5
ELEA79,2025-11-25,2025-11-26,22,22,0,2,11.0,3.0,0.5
ELGKSF201,2025-11-25,2025-11-26,22,22,0,2,11.0,54.0,0.5
ELH216,2025-11-25,2025-11-26,22,22,0,2,11.0,72.0,0.5
ELHDPZ50PM36IP30F,2025-11-25,2025-11-26,22,22,0,2,11.0,3.0,0.5
ELLTGCLD251,2025-11-25,2025-11-26,22,22,0,2,11.0,93.0,0.5
FEDM1525,2025-11-25,2025-11-26,22,22,0,2,11.0,18.0,0.5
FERWC10,2025-11-25,2025-11-26,22,22,0,2,11.0,1080.0,0.5
GA00031732,2025-11-25,2025-11-26,22,22,0,2,11.0,4.0,0.5
GA00135870,2025-11-25,2025-11-26,22,22,0,2,11.0,80.0,0.5
GA59708907,2025-11-25,2025-11-26,22,22,0,2,11.0,81.0,0.5
GA9106,2025-11-25,2025-11-26,22,22,0,2,11.0,14.0,0.5
GAECS500,2025-11-25,2025-11-26,22,22,0,2,11.0,79.0,0.5
GAT17006,2025-11-25,2025-11-26,22,22,0,2,11.0,1012.0,0.5
GAWAT005,2025-11-25,2025-11-26,22,22,0,2,11.0,4.0,0.5
GBCOL5,2025-11-25,2025-11-26,22,22,0,2,11.0,8.0,0.5
GFPS20,2025-11-25,2025-11-26,22,22,0,2,11.0,422.0,0.5
GFPS40,2025-11-25,2025-11-26,22,22,0,2,11.0,60.0,0.5
GFSU15,2025-11-25,2025-11-26,22,22,0,2,11.0,300.0,0.5
HTECSS11202,2025-11-25,2025-11-26,22,22,0,2,11.0,10.0,0.5
HWMC05,2025-11-25,2025-11-26,22,22,0,2,11.0,1.0,0.5
HWRF19,2025-11-25,2025-11-26,22,22,0,2,11.0,290.0,0.5
HWSBOX8023,2025-11-25,2025-11-26,22,22,0,2,11.0,24.0,0.5
LTFG00038,2025-11-25,2025-11-26,22,22,0,2,11.0,70.0,0.5
NAI053,2025-11-25,2025-11-26,22,22,0,2,11.0,99.0,0.5
OD3390WHL,2025-11-25,2025-11-26,22,22,0,2,11.0,25.0,0.5
OFPSP,2025-11-25,2025-11-26,22,22,0,2,11.0,3.0,0.5
OTAF2745,2025-11-25,2025-11-26,22,22,0,2,11.0,6.0,0.5
OTWGG400,2025-11-25,2025-11-26,22,22,0,2,11.0,70.0,0.5
OTWHSECO,2025-11-25,2025-11-26,22,22,0,2,11.0,24.0,0.5
OTWSDS3PCE,2025-11-25,2025-11-26,22,22,0,2,11.0,51.0,0.5
OUB1011,2025-11-26,2025-11-26,11,11,0,1,11.0,69.0,0.5
PAETDB130601,2025-11-25,2025-11-26,22,22,0,2,11.0,100.0,0.5
PASPGWHGD,2025-11-25,2025-11-26,22,22,0,2,11.0,59.0,0.5
PFHT2520T,2025-11-25,2025-11-26,22,22,0,2,11.0,50.0,0.5
PFPRNTM1520,2025-11-25,2025-11-26,22,22,0,2,11.0,60.0,0.5
PFPSE40,2025-11-25,2025-11-26,22,22,0,2,11.0,26.0,0.5
PFPTT25,2025-11-25,2025-11-26,22,22,0,2,11.0,156.0,0.5
PM02EQP110,2025-11-25,2025-11-26,22,22,0,2,11.0,63.0,0.5
PTEEHR5001,2025-11-25,2025-11-26,22,22,0,2,11.0,8.0,0.5
PTMMA160,2025-11-25,2025-11-26,22,22,0,2,11.0,2.0,0.5
RSCDKR3604,2025-11-25,2025-11-26,22,22,0,2,11.0,120.0,0.5
RTERH730,2025-11-25,2025-11-26,22,22,0,2,11.0,35.0,0.5
RTPS24,2025-11-26,2025-11-26,11,11,0,1,11.0,786.0,0.5
SBMA813107,2025-11-25,2025-11-26,22,22,0,2,11.0,51.0,0.5
SCMB43,2025-11-25,2025-11-26,22,22,0,2,11.0,36.0,0.5
SEBY110B401221,2025-11-25,2025-11-26,22,22,0,2,11.0,38.0,0.5
STRT38166,2025-11-25,2025-11-26,22,22,0,2,11.0,45.0,0.5
TS2283854S5P,2025-11-25,2025-11-26,22,22,0,2,11.0,740.0,0.5
TS2285060,2025-11-25,2025-11-26,22,22,0,2,11.0,1140.0,0.5
WS3333RB46,2025-11-25,2025-11-26,22,22,0,2,11.0,435.0,0.5
ADGSGB70,2025-11-25,2025-11-26,23,23,0,2,11.5,192.0,0.5
AU7427,2025-11-25,2025-11-26,23,23,0,2,11.5,14.0,0.5
AUCC44,2025-11-25,2025-11-26,23,23,0,2,11.5,17.0,0.5
AUSH294,2025-11-25,2025-11-26,23,23,0,2,11.5,28.0,0.5
AUU01660,2025-11-25,2025-11-26,23,23,0,2,11.5,13.0,0.5
BA7409,2025-11-25,2025-11-26,23,23,0,2,11.5,12.0,0.5
BGST2163,2025-11-25,2025-11-26,23,23,0,2,11.5,412.0,0.5
BLBPM5,2025-11-25,2025-11-26,23,23,0,2,11.5,16.0,0.5
BRI102450,2025-11-25,2025-11-26,23,23,0,2,11.5,7.0,0.5
BRIWO0947,2025-11-25,2025-11-26,23,23,0,2,11.5,144.0,0.5
BSPS100230,2025-11-25,2025-11-26,23,23,0,2,11.5,6.0,0.5
CATA20,2025-11-25,2025-11-26,23,23,0,2,11.5,260.0,0.5
CATTWH1025,2025-11-25,2025-11-26,23,23,0,2,11.5,110.0,0.5
CH1083,2025-11-25,2025-11-26,23,23,0,2,11.5,90.0,0.5
CH12065YJ,2025-11-25,2025-11-26,23,23,0,2,11.5,24.0,0.5
CHCH8753,2025-11-25,2025-11-26,23,23,0,2,11.5,80.0,0.5
CHL08075BS,2025-11-25,2025-11-26,23,23,0,2,11.5,39.0,0.5
CHPBGA150,2025-11-25,2025-11-26,23,23,0,2,11.5,41.0,0.5
CHPPDWC0441,2025-11-25,2025-11-26,23,23,0,2,11.5,65.0,0.5
CHPPSAL1025,2025-11-25,2025-11-26,23,23,0,2,11.5,60.0,0.5
CHT93410ZS,2025-11-25,2025-11-26,23,23,0,2,11.5,49.0,0.5
COBAM956,2025-11-25,2025-11-26,23,23,0,2,11.5,9.0,0.5
CP2255,2025-11-25,2025-11-26,23,23,0,2,11.5,1.0,0.5
ELB19L,2025-11-25,2025-11-26,23,23,0,2,11.5,199.0,0.5
ELC25PM,2025-11-25,2025-11-26,23,23,0,2,11.5,4700.0,0.5
ELC398,2025-11-25,2025-11-26,23,23,0,2,11.5,50.0,0.5
ELGKJ1201,2025-11-25,2025-11-26,23,23,0,2,11.5,21.0,0.5
ELHWDPB1G1W,2025-11-25,2025-11-26,23,23,0,2,11.5,48.0,0.5
ELHWDPBP6,2025-11-25,2025-11-26,23,23,0,2,11.5,70.0,0.5
ELLEDBIX122,2025-11-25,2025-11-26,23,23,0,2,11.5,40.0,0.5
FAEMXS1514,2025-11-25,2025-11-26,23,23,0,2,11.5,19.0,0.5
FEWN25159030,2025-11-25,2025-11-26,23,23,0,2,11.5,14.0,0.5
GFBR6550,2025-11-25,2025-11-26,23,23,0,2,11.5,130.0,0.5
GLC3PSM,2025-11-25,2025-11-26,23,23,0,2,11.5,437.4,0.5
HWPAPCF5,2025-11-25,2025-11-26,23,23,0,2,11.5,50.0,0.5
LTFG00100,2025-11-25,2025-11-26,23,23,0,2,11.5,90.0,0.5
LTFG05080,2025-11-25,2025-11-26,23,23,0,2,11.5,16.0,0.5
OTWTPLA,2025-11-25,2025-11-26,23,23,0,2,11.5,60.0,0.5
PAACW0000010020,2025-11-25,2025-11-26,23,23,0,2,11.5,37.0,0.5
PFPAM635050,2025-11-25,2025-11-26,23,23,0,2,11.5,39.0,0.5
PFPCU50,2025-11-25,2025-11-26,23,23,0,2,11.5,53.0,0.5
PMSWP2525432,2025-11-25,2025-11-26,23,23,0,2,11.5,1.0,0.5
RTES104500,2025-11-25,2025-11-26,23,23,0,2,11.5,20.0,0.5
SE0600225,2025-11-25,2025-11-26,23,23,0,2,11.5,16.0,0.5
SFDFSS105009,2025-11-25,2025-11-26,23,23,0,2,11.5,390.0,0.5
SFWBFSS,2025-11-25,2025-11-26,23,23,0,2,11.5,49.0,0.5
STDB08,2025-11-25,2025-11-26,23,23,0,2,11.5,40.0,0.5
STDB20,2025-11-25,2025-11-26,23,23,0,2,11.5,28.0,0.5
TDPEFP813,2025-11-25,2025-11-26,23,23,0,2,11.5,20.0,0.5
TMTG1021530,2025-11-25,2025-11-26,23,23,0,2,11.5,740.0,0.5
WS3333RB48,2025-11-25,2025-11-26,23,23,0,2,11.5,230.0,0.5
WS41010RB38,2025-11-25,2025-11-26,23,23,0,2,11.5,23.0,0.5
AD007286,2025-11-25,2025-11-26,24,24,0,2,12.0,288.0,0.5
ADSGKGD,2025-11-25,2025-11-26,24,24,0,2,12.0,24.0,0.5
APTCP18540,2025-11-25,2025-11-26,24,24,0,2,12.0,168.0,0.5
B1HANSLBA,2025-11-25,2025-11-26,24,24,0,2,12.0,610.0,0.5
BA7401,2025-11-25,2025-11-26,24,24,0,2,12.0,8.0,0.5
BLCQTC5L,2025-11-25,2025-11-26,24,24,0,2,12.0,5.0,0.5
BR7104,2025-11-25,2025-11-26,24,24,0,2,12.0,13.0,0.5
BR7204,2025-11-26,2025-11-26,12,12,0,1,12.0,12.0,0.5
BRYL40540,2025-11-25,2025-11-26,24,24,0,2,12.0,18.0,0.5
BW50663,2025-11-25,2025-11-26,24,24,0,2,12.0,18.0,0.5
BW5173,2025-11-25,2025-11-26,24,24,0,2,12.0,84.0,0.5
CH08080ZJ,2025-11-25,2025-11-26,24,24,0,2,12.0,42.0,0.5
CH1049,2025-11-25,2025-11-26,24,24,0,2,12.0,36.0,0.5
CH3383,2025-11-25,2025-11-26,24,24,0,2,12.0,160.0,0.5
CHPPCCR10,2025-11-25,2025-11-26,24,24,0,2,12.0,45.0,0.5
CHSTBH100,2025-11-25,2025-11-26,24,24,0,2,12.0,40.0,0.5
COBAM959,2025-11-25,2025-11-26,24,24,0,2,12.0,8.0,0.5
EL2LTGCLD234,2025-11-25,2025-11-26,24,24,0,2,12.0,70.0,0.5
ELB33S,2025-11-25,2025-11-26,24,24,0,2,12.0,140.0,0.5
ELXFRPI221520,2025-11-25,2025-11-26,24,24,0,2,12.0,190.0,0.5
FAEMXS1512,2025-11-25,2025-11-26,24,24,0,2,12.0,50.0,0.5
FEFF1210310,2025-11-25,2025-11-26,24,24,0,2,12.0,15.0,0.5
GABM015050,2025-11-26,2025-11-26,12,12,0,1,12.0,18.0,0.5
GACP066B,2025-11-25,2025-11-26,24,24,0,2,12.0,39.0,0.5
GADFH10,2025-11-25,2025-11-26,24,24,0,2,12.0,8.0,0.5
GAEALS500,2025-11-25,2025-11-26,24,24,0,2,12.0,120.0,0.5
GAGH2550,2025-11-25,2025-11-26,24,24,0,2,12.0,179.0,0.5
GASTV882,2025-11-26,2025-11-26,12,12,0,1,12.0,31.0,0.5
GFEFFG25,2025-11-25,2025-11-26,24,24,0,2,12.0,60.0,0.5
HW4816PRB500,2025-11-26,2025-11-26,12,12,0,1,12.0,30.0,0.5
HW99910BK,2025-11-25,2025-11-26,24,24,0,2,12.0,54.0,0.5
HWBT75RW100,2025-11-25,2025-11-26,24,24,0,2,12.0,40.0,0.5
HWCWR315,2025-11-25,2025-11-26,24,24,0,2,12.0,120.0,0.5
OSPTW003,2025-11-25,2025-11-26,24,24,0,2,12.0,79.0,0.5
PFHAF3220,2025-11-25,2025-11-26,24,24,0,2,12.0,78.0,0.5
PFHE40M40,2025-11-25,2025-11-26,24,24,0,2,12.0,80.0,0.5
PFPAM15,2025-11-25,2025-11-26,24,24,0,2,12.0,200.0,0.5
PFPETR4032,2025-11-25,2025-11-26,24,24,0,2,12.0,20.0,0.5
PFPNTM15,2025-11-25,2025-11-26,24,24,0,2,12.0,20.0,0.5
PFWVV50,2025-11-25,2025-11-26,24,24,0,2,12.0,765.0,0.5
PM22031,2025-11-25,2025-11-26,24,24,0,2,12.0,5.0,0.5
RFTP,2025-11-25,2025-11-26,24,24,0,2,12.0,3.0,0.5
SED6GM,2025-11-25,2025-11-26,24,24,0,2,12.0,14.0,0.5
SEY111B381211,2025-11-25,2025-11-26,24,24,0,2,12.0,36.0,0.5
SEY111B501251,2025-11-25,2025-11-26,24,24,0,2,12.0,48.0,0.5
SF1010032,2025-11-25,2025-11-26,24,24,0,2,12.0,17.0,0.5
STAI34040,2025-11-25,2025-11-26,24,24,0,2,12.0,50.0,0.5
STCG101,2025-11-25,2025-11-26,24,24,0,2,12.0,175.5,0.5
STCG81,2025-11-25,2025-11-26,24,24,0,2,12.0,94.0,0.5
TBPCG162412,2025-11-25,2025-11-26,24,24,0,2,12.0,170.0,0.5
TMQU30C,2025-11-25,2025-11-26,24,24,0,2,12.0,1300.0,0.5
TPBPHL,2025-11-25,2025-11-26,24,24,0,2,12.0,1420.0,0.5
WS4007RB48,2025-11-25,2025-11-26,24,24,0,2,12.0,57.0,0.5
ABEHSP024016,2025-11-25,2025-11-26,25,25,0,2,12.5,400.0,0.5
AGGR629675PLAI,2025-11-25,2025-11-26,25,25,0,2,12.5,2500.0,0.5
AU3W445,2025-11-25,2025-11-26,25,25,0,2,12.5,24.0,0.5
AU7438,2025-11-25,2025-11-26,25,25,0,2,12.5,12.0,0.5
BAPEX8604B,2025-11-25,2025-11-26,25,25,0,2,12.5,12.0,0.5
BR189960,2025-11-25,2025-11-26,25,25,0,2,12.5,25.0,0.5
BR366035,2025-11-25,2025-11-26,25,25,0,2,12.5,50.0,0.5
BR7710,2025-11-25,2025-11-26,25,25,0,2,12.5,24.0,0.5
BR7904,2025-11-25,2025-11-26,25,25,0,2,12.5,50.0,0.5
BRIAV951R,2025-11-25,2025-11-26,25,25,0,2,12.5,13.0,0.5
CH1088,2025-11-25,2025-11-26,25,25,0,2,12.5,60.0,0.5
CH12065YB,2025-11-25,2025-11-26,25,25,0,2,12.5,36.0,0.5
CH4389,2025-11-25,2025-11-26,25,25,0,2,12.5,60.0,0.5
CH8461,2025-11-25,2025-11-26,25,25,0,2,12.5,60.0,0.5
CH861,2025-11-25,2025-11-26,25,25,0,2,12.5,60.0,0.5
CH9042,2025-11-25,2025-11-26,25,25,0,2,12.5,72.0,0.5
CHPPWPN06,2025-11-25,2025-11-26,25,25,0,2,12.5,35.0,0.5
CHVNA670,2025-11-25,2025-11-26,25,25,0,2,12.5,25.0,0.5
CSXTH5T08N,2025-11-25,2025-11-26,25,25,0,2,12.5,189.0,0.5
EL02DBX005,2025-11-25,2025-11-26,25,25,0,2,12.5,10.0,0.5
EL854000E27,2025-11-25,2025-11-26,25,25,0,2,12.5,100.0,0.5
ELG939WW,2025-11-25,2025-11-26,25,25,0,2,12.5,100.0,0.5
ELHWDPS2G2W,2025-11-25,2025-11-26,25,25,0,2,12.5,50.0,0.5
ELSG0045,2025-11-25,2025-11-26,25,25,0,2,12.5,2281.0,0.5
ELUSSF742B5,2025-11-25,2025-11-26,25,25,0,2,12.5,24.0,0.5
GBDB11,2025-11-25,2025-11-26,25,25,0,2,12.5,69.0,0.5
GFHP40,2025-11-25,2025-11-26,25,25,0,2,12.5,188.0,0.5
GFPS50,2025-11-25,2025-11-26,25,25,0,2,12.5,178.0,0.5
GPM206,2025-11-25,2025-11-26,25,25,0,2,12.5,26.0,0.5
HTESST0602,2025-11-25,2025-11-26,25,25,0,2,12.5,46.0,0.5
HWSRSF200,2025-11-25,2025-11-26,25,25,0,2,12.5,60.0,0.5
LTFG00771,2025-11-25,2025-11-26,25,25,0,2,12.5,110.0,0.5
NAW63,2025-11-25,2025-11-26,25,25,0,2,12.5,114.0,0.5
OD05CK091B,2025-11-25,2025-11-26,25,25,0,2,12.5,14.0,0.5
OSACF10,2025-11-25,2025-11-26,25,25,0,2,12.5,14.0,0.5
OSBT50T,2025-11-25,2025-11-26,25,25,0,2,12.5,60.0,0.5
PAWWB75,2025-11-25,2025-11-26,25,25,0,2,12.5,91.0,0.5
PFHS3220,2025-11-25,2025-11-26,25,25,0,2,12.5,260.0,0.5
